a | 啊   | 哎   | 阿   | 爱   | 按   | 唉   | 安   | 俺   | 奥   | 案   | 吖   | 艾   | 昂   | 埃   | 暗   | 矮   | 岸   | 澳   | 挨   | 熬   | 嗄   | 傲   | 哀   | 锕   | 癌   | 嗷   | 庵   | 凹   | 敖   | 胺   | 氨   | 呵   | 欸   | 袄   | 腌   | 鞍   | 嗳   | 碍   | 铵   | 坳   | 
ben | 本   | 笨   | 奔   | 苯   | (～￣(OO)￣)ブ   | 贲   | 犇   | 锛   | 坌   | 畚   | 夯   | 倴   | 喯   | 泍   | 渀   | 蟦   | 逩   | 鐼   | 奙   | 楍   | 翉   | 捹   | 撪   | 桳   | 炃   | 燌   | 獖   | 輽   | 賁   | 錛   | 炃   | 炃   | 炃   | 燌   | 獖   | 輽   | 賁   | 錛   | 炃   | 炃   | 
beng | 泵   | 崩   | 蹦   | 甭   | 嘣   | 绷   | 迸   | 蚌   | 甏   | 琫   | 镚   | 祊   | 錋   | 埲   | 挷   | 伻   | 傰   | 奟   | 嵭   | 痭   | 絣   | 閍   | 埄   | 琣   | 菶   | 鞛   | 塴   | 揼   | 跰   | 逬   | 綳   | 繃   | 鏰   | Bengal   | 錛给  | 逩给  | 賁给  | 喯给  | 泍给  | 炃给  | 
bi | 比   | 币   | 必   | 逼   | 🖊   | 笔   | 毕   | 碧   | 彼   | 壁   | 鼻   | 避   | 闭   | 臂   | 弊   | 璧   | 弼   | 庇   | 俾   | 毙   | 哔   | 婢   | 吡   | 敝   | 蔽   | 鄙   | 痹   | 铋   | 匕   | 薜   | 陛   | 篦   | 裨   | 妣   | 畀   | 跸   | 髀   | 赑   | 毖   | 濞   | 
bian | 便   | 边   | 变   | 编   | 遍   | 扁   | 辩   | 鞭   | 卞   | 辨   | 彼岸   | 贬   | 匾   | 辫   | 弁   | 煸   | 汴   | 苄   | 砭   | 昪   | 鳊   | 蝙   | 狴犴   | 币安   | 邲   | 忭   | 笾   | 抃   | 褊   | 碥   | 萹   | 豍   | 揙   | 牑   | 猵   | 獱   | 箯   | 糄   | 臱   | 邉   | 
biang | 变更   | 变革   | 变故   | 边个   | 边关   | 变卦   | 变过   | 编个   | 变高   | 变个   | 扁钢   | 比昂   | 变轨   | 边沟   | 变格   | 便跟   | 贬官   | 变乖   | 边柜   | 变干   | 边干   | 变鬼   | 编过   | 编稿   | 边改   | 变光   | 边跟   | 变构   | 扁管   | 变怪   | 变贵   | 边哥   | 边工   | 变工   | 卞工   | 便给  | 边给  | 变给  | 编给  | 遍给  | 
biao | 表   | 标   | 彪   | 镖   | 飙   | 婊   | 膘   | 裱   | 比奥   | 骠   | 镳   | 鳔   | 飑   | 俵   | 骉   | 摽   | 儦   | 脿   | 熛   | 杓   | 瀌   | 瘭   | 藨   | 幖   | 墂   | 淲   | 滮   | 灬   | 爂   | 猋   | 磦   | 穮   | 膔   | 臕   | 蔈   | 謤   | 贆   | 颷   | 飊   | 飚   | 
bie | 别   | 憋   | 鳖   | 瘪   | ＞﹏＜   | 苾   | 蹩   | 比额   | 咇   | 龞   | 柲   | 虌   | 蟞   | 徶   | 莂   | 蛂   | 襒   | 癟   | 鱉   | 鼈   | 別   | 彆   | 比厄   | 比二  | 币二  | 必二  | 逼二  | 笔二  | 毕二  | 碧二  | 彼二  | 壁二  | 鼻二  | 避二  | 闭二  | 臂二  | 弊二  | 璧二  | 弼二  | 庇二  | 
bin | 斌   | 彬   | 宾   | 滨   | 鬓   | 濒   | 槟   | 缤   | 殡   | 邠   | 玢   | 镔   | 摈   | 豳   | 膑   | 髌   | 赟   | 傧   | 椕   | 汃   | 濵   | 瑸   | 璸   | 虨   | 訜   | 豩   | 霦   | 顮   | 鬂   | 儐   | 賓   | 賔   | 檳   | 濱   | 瀕   | 繽   | 贇   | 鑌   | 擯   | 殯   | 
bing | 并   | 兵   | 冰   | 病   | ∪   | 饼   | 丙   | 炳   | 秉   | 柄   | 禀   | 屏   | 並   | 邴   | 摒   | 昺   | 槟   | 栟   | 蛃   | 絣   | 鞞   | 鞸   | 鮩   | 仌   | 仒   | 幷   | 掤   | 氷   | 偋   | 寎   | 屛   | 庰   | 怲   | 抦   | 昞   | 棅   | 琕   | 癛   | 癝   | 眪   | 
bo | 波   | 博   | 伯   | 播   | 拨   | 泊   | 勃   | 薄   | 搏   | 玻   | 啵   | 铂   | 驳   | 钵   | 帛   | 卜   | 剥   | 脖   | 柏   | 渤   | 箔   | 檗   | 跛   | 舶   | 菠   | 亳   | 钹   | 膊   | 珀   | 擘   | 簸   | 僰   | 鲌   | 浡   | 礴   | 踣   | 镈   | 饽   | 桲   | 嶓   | 
bu | 不   | 部   | 补   | 布   | 🙅‍   | 步   | 卜   | 捕   | 埠   | 簿   | 卟   | 钚   | 怖   | 哺   | 逋   | 埔   | 埗   | 堡   | 晡   | 瓿   | 醭   | 蔀   | 鵏   | 峬   | 巭   | 庯   | 秿   | 誧   | 钸   | 陠   | 餔   | 輹   | 轐   | 獛   | 鳪   | 鸔   | 勏   | 吥   | 咘   | 婄   | 
ca | 擦   | 嚓   | 拆   | 攃   | 凸(艹皿艹 )   | 礤   | 礸   | 囃   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 遪   | 
cai | 才   | 菜   | 蔡   | 踩   | 👎   | 彩   | 采   | 猜   | 财   | 材   | 裁   | 睬   | 偲   | 婇   | 啋   | 揌   | 倸   | 寀   | 毝   | 跴   | 棌   | 縩   | 財   | 綵   | 纔   | 採   | 埰   | 礤i  | 囃i  | 礸i  | 攃i  | 遪i  | 拆i  | 嚓i  | 擦i  | 拆i  | 拆i  | 拆i  | 拆i  | 拆i  | 
can | 惨   | 参   | 残   | 餐   | 灿   | 蚕   | 璨   | 粲   | 惭   | 掺   | 骖   | 孱   | 黪   | 鲹   | 傪   | 叅   | 喰   | 嬠   | 嵾   | 湌   | 爘   | 飡   | 飱   | 嬱   | 摲   | 蝅   | 蠺   | 蹔   | 憯   | 朁   |    | 儏   | 嘇   | 澯   | 薒   | 謲   | 參   | 驂   | 鯵   | 鰺   | 
cang | 仓   | 藏   | 苍   | 舱   | 沧   | 伧   | 鸧   | 仺   | 凔   | 嵢   | 濸   | 獊   | 篬   | 螥   | 鶬   | 匨   | 蔵   | 鑶   | 賶   | 倉   | 傖   | 滄   | 艙   | 蒼   | 飡给  | 蝅给  | 喰给  | 嵾给  | 湌给  | 飱给  | 叅给  | 殘给  | 傪给  | 參给  | 朁给  | 鯵给  | 儏给  | 慙给  | 摲给  | 燦给  | 
cao | 操   | 草   | 曹   | 槽   | 糙   | 嘈   | 漕   | 艚   | 螬   | 撡   | 傮   | 嶆   | 慒   | 曺   | 蓸   | 褿   | 鏪   | 屮   | 愺   | 慅   | 懆   | 艹   | 騲   | 肏   | 襙   | 鄵   | 鼜   | 艸   | 擦哦   | 擦哦  | 嚓哦  | 拆哦  | 攃哦  | 礤哦  | 礸哦  | 囃哦  | 遪哦  | 𥕢   | 攃哦  | 攃哦  | 
ce | 测   | 侧   | 册   | 策   | 厕   | 恻   | 齰   | 墄   | 憡   | 拺   | 敇   | 畟   | 笧   | 筞   | 筴   | 箣   | 簎   | 粣   | 荝   | 萗   | 萴   | 蓛   | 側   | 冊   | 廁   | 厠   | 惻   | 測   | 廁   | 廁   | 廁   | 廁   | 廁   | 厠   | 惻   | 測   | 廁   | 廁   | 廁   | 廁   | 
cei | 测i   | 测i  | 侧i  | 册i  | 策i  | 厕i  | 恻i  | 齰i  | 墄i  | 憡i  | 拺i  | 敇i  | 畟i  | 笧i  | 筞i  | 筴i  | 箣i  | 簎i  | 粣i  | 荝i  | 萗i  | 萴i  | 蓛i  | 側i  | 冊i  | 廁i  | 厠i  | 惻i  | 測i  | 冊i  | 冊i  | 冊i  | 冊i  | 廁i  | 厠i  | 惻i  | 測i  | 冊i  | 冊i  | 冊i  | 
cen | 岑   | 涔   | 参   | 梣   | 嵾   | 笒   | 參   | 硶   | 測你  | 墄你  | 荝你  | 側你  | 萗你  | 簎你  | 筴你  | 筞你  | 惻你  | 粣你  | 廁你  | 笧你  | 敇你  | 蓛你  | 厠你  | 冊你  | 拺你  | 畟你  | 憡你  | 箣你  | 萴你  | 齰你  | 恻你  | 厕你  | 策你  | 册你  | 侧你  | 测你  | 策你  | 策你  | 策你  | 策你  | 
ceng | 曾   | 层   | 蹭   | 噌   | (*≧︶≦))(￣▽￣* )ゞ   | 嶒   | 曽   | 橧   | 竲   | 驓   | 層   | 硶给  | 參给  | 笒给  | 嵾给  | 梣给  | 参给  | 涔给  | 岑给  | 測那个  | 墄那个  | 荝那个  | 側那个  | 萗那个  | 簎那个  | 筴那个  | 筞那个  | 惻那个  | 粣那个  | 廁那个  | 笧那个  | 敇那个  | 蓛那个  | 厠那个  | 冊那个  | 拺那个  | 畟那个  | 憡那个  | 箣那个  | 萴那个  | 
cha | 差   | 查   | 茶   | 插   | ×   | 察   | 叉   | 茬   | 岔   | 刹   | 搽   | 檫   | 碴   | 槎   | 杈   | 诧   | 汊   | 猹   | 姹   | 镲   | 衩   | 楂   | 馇   | 嚓   | 侘   | 嵖   | 锸   | 垞   | 喳   | 蹅   | 偛   | 嗏   | 扠   | 扱   | 挿   | 捈   | 揷   | 肞   | 艖   | 芆   | 
chai | 拆   | 柴   | 差   | 钗   | 豺   | 侪   | 虿   | 祡   | 茝   | 瘥   | 扠   | 訍   | 疀   | 喍   | 犲   | 囆   | 袃   | 釵   | 儕   | 蠆   | 齜   | chain   | 荖i  | 紁i  | 挿i  | 芆i  | 扱i  | 鑔i  | 鍤i  | 臿i  | 肞i  | 艖i  | 詫i  | 銟i  | 査i  | 嗏i  | 褨i  | 鎈i  | 捈i  | 餷i  | 
chan | 产   | 禅   | 缠   | 铲   | 蝉   | 掺   | 颤   | 馋   | 婵   | 蟾   | 搀   | 谗   | 阐   | 忏   | 澶   | 潺   | 谄   | 孱   | 觇   | 廛   | 巉   | 瀍   | 旵   | 躔   | 羼   | 浐   | 蒇   | 辿   | 梴   | 冁   | 儳   | 镵   | 燀   | 韂   | 襜   | 骣   | 镡   | 单   | 僤   | 摲   | 
chang | 长   | 常   | 厂   | 场   | 唱   | 昌   | 肠   | 尝   | 畅   | 裳   | 偿   | 娼   | 昶   | 敞   | 倡   | 嫦   | 苌   | 怅   | 鲳   | 猖   | 伥   | 鋹   | 阊   | 菖   | 氅   | 鬯   | 徜   | 惝   | 玚   | 倘   | 晿   | 淐   | 琩   | 裮   | 錩   | 锠   | 闛   | 鼚   | 仧   | 仩   | 
chao | 超   | 朝   | 炒   | 潮   | 吵   | 抄   | 巢   | 钞   | 嘲   | 晁   | 焯   | 怊   | 弨   | 耖   | 绰   | 剿   | 劋   | 摷   | 樔   | 欩   | 綤   | 繛   | 訬   | 巣   | 漅   | 牊   | 窲   | 罺   | 謿   | 轈   | 鄛   | 鼂   | 鼌   | 巐   | 焣   | 煼   | 眧   | 粆   | 趫   | 麨   | 
che | 车   | 扯   | 撤   | 彻   | 🚗   | 澈   | 掣   | 坼   | 尺   | 砗   | 屮   | 伡   | 俥   | 唓   | 莗   | 蛼   | 伬   | 偖   | 奲   | 撦   | 勶   | 呫   | 揊   | 烢   | 烲   | 焎   | 爡   | 瞮   | 硩   | 聅   | 詀   | 謵   | 迠   | 頙   | 硨   | 車   | 徹   | 㬚   | 迠   | 迠   | 
chen | 陈   | 臣   | 晨   | 辰   | 沉   | 趁   | 尘   | 称   | 宸   | 琛   | 衬   | 嗔   | 谌   | 忱   | 抻   | 郴   | 谶   | 瞋   | 碜   | 榇   | 龀   | 棽   | 疢   | 秤   | 綝   | 煁   | 齓   | 齔   | 伧   | 醦   | 捵   | 瘨   | 諃   | 謓   | 賝   | 愖   | 揨   | 敐   | 曟   | 栕   | 
cheng | 成   | 称   | 城   | 程   | ×   | 呈   | 承   | 乘   | 诚   | 撑   | 橙   | 澄   | 丞   | 秤   | 骋   | 盛   | 惩   | 逞   | 铖   | 埕   | 蛏   | 琤   | 塍   | 晟   | 宬   | 柽   | 偁   | 瞠   | 裎   | 枨   | 酲   | 赪   | 珵   | 珹   | 牚   | 铛   | 娍   | 庱   | 憕   | 噌   | 
chi | 吃   | 持   | 池   | 赤   | 迟   | 齿   | 尺   | 驰   | 痴   | 翅   | 匙   | 耻   | 斥   | 炽   | 哧   | 敕   | 弛   | 嗤   | 叱   | 墀   | 螭   | 魑   | 豉   | 饬   | 侈   | 蚩   | 鸱   | 笞   | 褫   | 篪   | 茌   | 啻   | 媸   | 踟   | 彳   | 摛   | 齒   | 瘛   | 眵   | 傺   | 
chong | 冲   | 重   | 充   | 虫   | 崇   | 宠   | 翀   | 铳   | 舂   | 种   | 涌   | 憧   | 茺   | 忡   | 艟   | 珫   | 摏   | 漴   | 埫   | 嘃   | 徸   | 憃   | 浺   | 祌   | 罿   | 褈   | 蹖   | 崈   | 爞   | 痋   | 緟   | 蝩   | 隀   | 喠   | 揰   | 蹱   | 沖   | 衝   | 蟲   | 寵   | 
chou | 抽   | 丑   | 臭   | 愁   | 仇   | 筹   | 瞅   | 稠   | 酬   | 畴   | 绸   | 俦   | 雠   | 犨   | 踌   | 惆   | 瘳   | 帱   | 侴   | 燽   | 杻   | 椆   | 畤   | 盩   | 搊   | 牰   | 犫   | 眣   | 篘   | 紬   | 跾   | 醔   |    | 嚋   | 嬦   | 怞   | 懤   | 栦   | 檮   | 皗   | 
chu | 出   | 处   | 除   | 初   | ÷   | 楚   | 储   | 触   | 厨   | 褚   | 畜   | 雏   | 锄   | 杵   | 橱   | 础   | 怵   | 俶   | 矗   | 黜   | 滁   | 刍   | 楮   | 樗   | 绌   | 躇   | 搐   | 亍   | 蹰   | 憷   | 濋   | 蜍   | 琡   | 齣   | 摴   | 齼   | 斶   | 岀   | 摢   | 貙   | 
chua | 欻   | 出啊   | 歘   | 出啊  | 处啊  | 除啊  | 初啊  | 楚啊  | 储啊  | 触啊  | 厨啊  | 褚啊  | 畜啊  | 雏啊  | 锄啊  | 杵啊  | 橱啊  | 础啊  | 怵啊  | 俶啊  | 矗啊  | 黜啊  | 滁啊  | 刍啊  | 楮啊  | 樗啊  | 绌啊  | 躇啊  | 搐啊  | 亍啊  | 蹰啊  | 憷啊  | 濋啊  | 蜍啊  | 琡啊  | 齣啊  | 摴啊  | 齼啊  | 斶啊  | 岀啊  | 
chuai | 踹   | 揣   | 初爱   | 搋   | <( ￣^￣)(θ(θ☆( >_<   | 啜   | 欼   | 膗   | 嘬   | 膪   |    |    | 出哎  | 处哎  | 除哎  | 初哎  | 楚哎  | 储哎  | 触哎  | 厨哎  | 褚哎  | 畜哎  | 雏哎  | 锄哎  | 杵哎  | 橱哎  | 础哎  | 怵哎  | 俶哎  | 矗哎  | 黜哎  | 滁哎  | 刍哎  | 楮哎  | 樗哎  | 绌哎  | 躇哎  | 搐哎  | 亍哎  | 蹰哎  | 
chuan | 穿   | 传   | 船   | 川   | 串   | 喘   | 钏   | 椽   | 氚   | 舛   | 遄   | 玔   | 瑏   | 圌   | 堾   | 剶   | 巛   | 猭   | 暷   | 歂   | 篅   | 膞   | 舡   | 舩   | 輲   | 僢   | 荈   | 踳   | 汌   | 賗   | 鶨   | 傳   | 釧   | 出按  | 处按  | 除按  | 初按  | 楚按  | 储按  | 触按  | 
chuang | 床   | 创   | 窗   | 闯   | 🛏   | 疮   | 幢   | 怆   | 橦   | 噇   | 仺   | 刅   | 摐   | 牎   | 牕   | 窓   | 窻   | 朣   | 膧   | 傸   | 漺   | 磢   | 刱   | 剏   | 剙   | 蔥   | 倉   | 創   | 瘡   | 牀   | 闖   | 愴   | 囪   | 出昂  | 处昂  | 除昂  | 初昂  | 楚昂  | 储昂  | 触昂  | 
chui | 吹   | 锤   | 垂   | 捶   | 槌   | 炊   | 圌   | 陲   | 棰   | 椎   | 倕   | 龡   | 埀   | 搥   | 桘   | 磓   | 腄   | 菙   | 顀   | 鬌   | 箠   | 錘   | 鎚   | 拀i  | 欪i  | 廚i  | 貙i  | 檚i  | 橻i  | 鄐i  | 滀i  | 臅i  | 處i  | 竌i  | 豠i  | 鉏i  | 諔i  | 懨i  | 椘i  | 詘i  | 
chun | 春   | 纯   | 蠢   | 唇   | 醇   | 椿   | 淳   | 蝽   | 莼   | 鹑   | 瑃   | 錞   | 堾   | 僢   | 踳   | 媋   | 旾   | 暙   | 杶   | 槆   | 橁   | 櫄   | 箺   | 芚   | 萅   | 輴   | 鰆   | 鶞   |    | 浱   | 湻   | 滣   | 漘   | 犉   | 醕   | 陙   | 鯙   | 偆   | 惷   | 睶   | 
chuo | 戳   | 龊   | 绰   | 啜   | 辍   | 踔   | 惙   | 逴   | 缀   | 出哦   | 婼   | 齪   | 繛   | 趠   | 嚽   | 娕   | 娖   | 婥   | 擉   | 歠   | 涰   | 磭   | 腏   | 酫   | 錣   | 鑡   | 镞   | 齱   | 辶   | 綽   | 綴   | 輟   | 鏃   | 鋜   | 辵   | 出哦  | 处哦  | 除哦  | 初哦  | 楚哦  | 
ci | 此   | 次   | 词   | 茨   | 🗡   | 刺   | 慈   | 辞   | 赐   | 磁   | 祠   | 瓷   | 雌   | 呲   | 疵   | 伺   | 糍   | 茈   | 兹   | 莿   | 鹚   | 跐   | 玼   | 差   | 粢   | 泚   | 佽   | 堲   | 齹   | 荠   | 偨   | 呰   | 啙   | 姕   | 嵳   | 縒   | 蠀   | 趀   | 骴   | 髊   | 
cong | 从   | 聪   | 葱   | 丛   | 琮   | 骢   | 枞   | 淙   | 匆   | 璁   | 囱   | 悰   | 苁   | 瑽   | 熜   | 聦   | 茐   | 蟌   | 謥   | 鏦   | 騘   | 婃   | 孮   | 従   | 徖   | 欉   | 漎   | 潀   | 潈   | 潨   | 灇   | 爜   | 碂   | 藂   | 誴   | 賨   | 賩   | 愡   | 憁   | 慒   | 
cou | 凑   | 辏   | 腠   | 楱   | 湊   | 輳   | 凑  | 凑  | 凑   | 辏   | 腠   | 楱   | 湊   | 輳   | 凑  | 凑  | 凑   | 辏   | 腠   | 楱   | 湊   | 輳   | 凑  | 凑  | 凑   | 辏   | 腠   | 楱   | 湊   | 輳   | 凑  | 凑  | 凑   | 辏   | 腠   | 楱   | 湊   | 輳   | 凑  | 凑  | 
cu | 粗   | 醋   | 促   | 卒   | 簇   | 蹙   | 猝   | 蹴   | 殂   | 蔟   | 徂   | 酢   | 捽   | 蔍   | 麁   | 麄   | 麆   | 麤   | 蔖   | 卆   | 噈   | 媨   | 憱   | 瘄   | 瘯   | 縬   | 脨   | 誎   | 趗   | 趥   | 踓   | 踤   | 踧   | 蹵   | 顣   | 鼀   | 觕   | 踀   | 娕   | 娖   | 
cuan | 窜   | 蹿   | 爨   | 攒   | 篡   | 汆   | 撺   | 镩   | 鋑   | 巑   | 攅   | 櫕   | 穳   | 菆   | 襸   | 殩   | 熶   | 簒   | 攛   | 躥   | 鑹   | 欑   | 攢   | 竄   | 粗按  | 醋按  | 促按  | 卒按  | 簇按  | 蹙按  | 猝按  | 蹴按  | 殂按  | 蔟按  | 徂按  | 酢按  | 捽按  | 蔍按  | 麁按  | 麄按  | 
cui | 崔   | 催   | 翠   | 脆   | 萃   | 摧   | 粹   | 淬   | 啐   | 璀   | 悴   | 瘁   | 毳   | 漼   | 榱   | 衰   | 琗   | 隹   | 崒   | 凗   | 墔   | 嶉   | 慛   | 槯   | 獕   | 磪   | 縗   | 缞   | 鏙   | 熣   | 皠   | 繀   | 趡   | 伜   | 倅   | 啛   | 忰   | 椊   | 濢   | 焠   | 
cun | 村   | 存   | 寸   | 邨   | 忖   | 皴   | 蹲   | 墫   | 澊   | 竴   | 膥   | 踆   | 侟   | 拵   | 洊   | 刌   | 吋   | 籿   | 瘯你  | 踤你  | 麤你  | 鼀你  | 卆你  | 蹵你  | 趗你  | 憱你  | 誎你  | 娕你  | 麄你  | 麁你  | 娖你  | 脨你  | 瘄你  | 橻你  | 觕你  | 踧你  | 踀你  | 噈你  | 錯你  | 踓你  | 
cuo | 错   | 搓   | 挫   | 厝   | ×   | 措   | 撮   | 锉   | 矬   | 磋   | 蹉   | 痤   | 鹾   | 嵯   | 瘥   | 脞   | 瑳   | 酂   | 莝   | 棤   | 齹   | 蔖   | 襊   | 遳   | 醝   | 澨   | 睉   | 蒫   | 虘   | 鄼   | 酇   | 剉   | 剒   | 夎   | 莡   | 蓌   | 逪   | 嵳   | 縒   | 髊   | 
da | 大   | 打   | 达   | 答   | 哒   | 搭   | 嗒   | 妲   | 鞑   | 怛   | 笪   | 瘩   | 耷   | 炟   | 跶   | 龘   | 褡   | 靼   | 沓   | 垯   | 荙   | 龖   | 溚   | 塔   | 鐽   | 疸   | 咑   | 撘   | 畣   | 笚   | 鎝   | 剳   | 匒   | 呾   | 畗   | 繨   | 羍   | 荅   | 蟽   | 詚   | 
dai | 带   | 待   | 代   | 戴   | 😳   | o_o ....   | 呆   | 袋   | 贷   | 黛   | 岱   | 逮   | 大   | 歹   | 怠   | 殆   | 傣   | 呔   | 埭   | 玳   | 迨   | 绐   | 垈   | 叇   | 轪   | 诒   | 骀   | 汏   | 懛   | 侢   | 帒   | 帯   | 廗   | 曃   | 柋   | 瀻   | 瑇   | 甙   | 箉   | 簤   | 
dan | 但   | 单   | 丹   | 蛋   | 淡   | 胆   | 弹   | 担   | 旦   | 石   | 氮   | 诞   | 耽   | 掸   | 儋   | 啖   | 澹   | 聃   | 疍   | 惮   | 亶   | 殚   | 箪   | 郸   | 疸   | 眈   | 瘅   | 憺   | 紞   | 襜   | 萏   | 燀   | 僤   | 倓   | 惔   | 亻   | 勯   | 匰   | 単   | 卩   | 
dang | 当   | 党   | 档   | 挡   | 荡   | 裆   | 铛   | 宕   | 凼   | 谠   | 珰   | 菪   | 砀   | 垱   | 筜   | 璗   | 澢   | 艡   | 蟷   | 欓   | 灙   | 譡   | 偒   | 圵   | 婸   | 崵   | 嵣   | 愓   | 潒   | 瓽   | 瞊   | 礑   | 簜   | 蘯   | 趤   | 逿   | 闣   | 雼   | 氹   | 噹   | 
dao | 到   | 道   | 岛   | 倒   | 🔪   | 刀   | 导   | 盗   | 稻   | 捣   | 悼   | 叨   | 祷   | 蹈   | 氘   | 纛   | 忉   | 大哦   | 捯   | 打哦   | 舠   | 鱽   | 焘   | 帱   | 朷   | 虭   | 釖   | 壔   | 嶋   | 嶌   | 嶹   | 禂   | 菿   | 陦   | 隝   | 隯   | 噵   | 檤   | 瓙   | 稲   | 
de | 的   | 地   | 得   | 德   | の   | 嘚   | 锝   | 底   | 徳   | 恴   | 悳   | 惪   | 棏   | 淂   | 脦   | 鍀   | 徳   | 恴   | 悳   | 惪   | 棏   | 淂   | 脦   | 鍀   | 徳   | 恴   | 悳   | 惪   | 棏   | 淂   | 脦   | 鍀   | 徳   | 恴   | 悳   | 惪   | 棏   | 淂   | 脦   | 鍀   | 
