a | 啊   | 錒   | 阿   | 吖   | 嗄   | 锕   | 腌   | 醃   | 呵   |
ai | 爱   | 哎   | 唉   | ε=(´ο｀*)))唉   | AI   | 矮   | 挨   | 艾   | 哀   | 癌   | 碍   | 埃   | 嗳   | 捱   | 暧   | 愛   | 僾   | 嫒   | 霭   | 蔼   | 瑷   | 嗌   | 薆   | 隘   | 懓   | 鑀   | 乂   | 皑   | 噯   | 欸   | 靉   | 娭   | 砹   | 瞹   | 皧   | 叆   | 嬡   | 曖   | 毐   | 璦   | 
beng | beng   | 蹦   | 崩   | 泵   | 甭   | 绷   | 嘣   | 蚌   | 迸   | 埲   | 甏   | 綳   | 堋   | 揼   | 镚   | 嗙   | 錋   | 塴   | 祊   | 琫   | 甮   | 逬   | 傰   | 伻   | 鏰   | 奟   | 絣   | 繃   | 菶   | 埄   | 挷   | 閍   | 琣   | 嵭   | 痭   | 跰   | 鞛   | 㑟   | 㛝   | 㱶   | 
bi | 比   | 逼   | 笔   | 币   | 必   | 毕   | 闭   | 壁   | 碧   | 避   | 彼   | 臂   | 鼻   | 弊   | 毙   | 屄   | 俾   | 璧   | 哔   | 蔽   | 吡   | 鄙   | 敝   | 痹   | 匕   | 庇   | 弼   | 铋   | 婢   | 畀   | 芘   | 赑   | 篦   | 妣   | 蓖   | 苾   | 髀   | 辟   | 陛   | 箅   | 
bian | 变   | 边   | 便   | 遍   | Bianca   | 编   | 扁   | 彼岸   | 鞭   | 辩   | 卞   | 贬   | 辨   | 辫   | 匾   | 煸   | 汴   | 苄   | 狴犴   | 変   | 砭   | 币安   | 變   | 蝙   | 弁   | 邉   | 笾   | 徧   | 邊   | 鳊   | 辺   | 忭   | 碥   | 揙   | 萹   | 褊   | 缏   | 編   | 辧   | 昪   | 
biang | 比昂   | 变   | 比昂  | 逼昂  | 逼昂  | 笔昂  | 笔昂  | 币昂  | 币昂  | 必昂  | 必昂  | 毕昂  | 毕昂  | 闭昂  | 闭昂  | 壁昂  | 壁昂  | 碧昂  | 碧昂  | 避昂  | 避昂  | 彼昂  | 彼昂  | 臂昂  | 臂昂  | 鼻昂  | 鼻昂  | 弊昂  | 弊昂  | 毙昂  | 毙昂  | 屄昂  | 屄昂  | 俾昂  | 俾昂  | 璧昂  | 璧昂  | 哔昂  | 哔昂  | 蔽昂  | 
biao | 表   | 标   | 彪   | 飚   | 镖   | 飙   | 膘   | 裱   | 灬   | 婊   | 嫑   | 骉   | 骠   | 俵   | 猋   | 镳   | 飈   | 鳔   | 摽   | 杓   | 標   | 飑   | 錶   | 諘   | 驫   | 飊   | 脿   | 髟   | 褾   | 颷   | 滮   | 藨   | 熛   | 飆   | 飇   | 鏢   | 瘭   | 磦   | 謤   | 墂   | 
bie | 别   | 憋   | 瘪   | 鳖   | bier   | 莂   | 蹩   | 別   | 鼈   | 蟞   | 襒   | 徶   | 蛂   | 鱉   | 癟   | 虌   | 龞   | 彆   | 柭   | 柲   | 㓖   | 㔡   | 㢼   | 㱸   | 㲢   | 㿜   | 䇷   | 䉲   | 䋢   | 䏟   | 䠥   | 䭱   | 比额  | 比额  | 逼额  | 逼额  | 笔额  | 笔额  | 币额  | 币额  | 
bin | bin   | 斌   | 彬   | 宾   | 滨   | 鬓   | 槟   | 缤   | 镔   | 殡   | 濒   | 玢   | 膑   | 摈   | 髌   | 傧   | 瑸   | 豳   | 邠   | 鬂   | 賓   | 霦   | 濱   | 璸   | 梹   | 濵   | 賔   | 瀕   | 鑌   | 鬢   | 虨   | 繽   | 椕   | 儐   | 擯   | 檳   | 殯   | 汃   | 砏   | 臏   | 
bing | 病   | 并   | 冰   | 兵   | ∪   | Bing   | 饼   | 丙   | 炳   | 柄   | 秉   | 摒   | 禀   | 邴   | 屏   | 靐   | 氷   | 槟   | 幷   | 苪   | 栤   | 冫   | 並   | 抦   | 餠   | 倂   | 昺   | 仌   | 比那个   | 比那个   | 寎   | 疒   | 併   | 屛   | 竝   | 仒   | 昞   | 棅   | 栟   | 梹   | 
bo | 波   | 博   | 播   | (* ￣3)(ε￣ *)   | 薄   | 拨   | 啵   | 伯   | 剥   | 柏   | 搏   | 卜   | 泊   | 勃   | 玻   | 驳   | 铂   | 脖   | 钵   | 帛   | 渤   | 箔   | 跛   | 膊   | 舶   | 菠   | 钹   | 亳   | 簸   | 擘   | 孛   | 檗   | 砵   | 礡   | 愽   | 饽   | 浡   | 僰   | 簙   | 鉢   | 
bu | 不   | 部   | 补   | 步   | 布   | 簿   | 捕   | 卜   | 埠   | 吥   | 卟   | 怖   | 埔   | 哺   | 钚   | 歩   | 堡   | 鈈   | 咘   | 埗   | 逋   | 佈   | 補   | 晡   | 瓿   | 钸   | 蔀   | 醭   | 餔   | 荹   | 鳪   | 鈽   | 歨   | 抪   | 踄   | 獛   | 誧   | 轐   | 柨   | 篰   | 
ca | 擦   | 嚓   | 拆   | 凸(艹皿艹 )   | 攃   | 礤   | 礸   | 遪   | 囃   | 䟃   | 䵽   | ca4  | ca5  | ca6  | ca7  | ca8  | 囃   | 䟃   | 䵽   | ca4  | ca5  | ca6  | ca7  | ca8  | 囃   | 䟃   | 䵽   | ca4  | ca5  | ca6  | ca7  | ca8  | 囃   | 䟃   | 䵽   | ca4  | ca5  | ca6  | ca7  | ca8  | 
cai | 才   | 菜   | 猜   | 踩   | Cain   | 彩   | 财   | 采   | 蔡   | 材   | 裁   | 睬   | 採   | 偲   | 財   | 啋   | 寀   | 綵   | 婇   | 埰   | 棌   | 纔   | 縩   | 倸   | 毝   | 跴   | 揌   | 扐   | 㒲   | 㥒   | 䌨   | 䌽   | 䐆   | 䞗   | 䣋   | 䰂   | 䴭   | 䴺   | 乲   | 擦i  | 
can | 惨   | 餐   | 残   | 参   | can   | 灿   | 蚕   | 掺   | 璨   | 超爱你   | 惭   | 粲   | 陈安妮   | 傪   | 殘   | 燦   | 骖   | 孱   | 叄   | 蝅   | 儏   | 參   | 喰   | 黪   | 慘   | 嘇   | 蠺   | 澯   | 飱   | 摲   | 爘   | 飡   | 慙   | 䅟   | 叅   | 囋   | 嬠   | 嵾   | 慚   | 憯   | 
cang | 藏   | 仓   | 苍   | 舱   | 沧   | 伧   | 蒼   | 倉   | 臧   | 仺   | 凔   | 篬   | 滄   | 濸   | 獊   | 瑲   | 嵢   | 傖   | 鑶   | 螥   | 鸧   | 匨   | 艙   | 鶬   | 賶   | 欌   | 玱   | 㵴   | 㶓   | 䅮   | 䢢   | can个  | 惨个  | 惨个  | 餐个  | 餐个  | 残个  | 残个  | 参个  | 参个  | 
cao | 草   | 操   | 曹   | 凸(艹皿艹 )   | 艹   | 槽   | 糙   | 肏   | 嘈   | 漕   | 屮   | 懆   | 艸   | 愺   | 襙   | 曺   | 艚   | 蓸   | 騲   | 嶆   | 鼜   | 慒   | 螬   | 撡   | 慅   | 鄵   | 傮   | 鏪   | 褿   | 㜖   | 㡟   | 㯥   | 㯾   | 㽩   | 㿷   | 䄚   | 䎭   | 䏆   | 䐬   | 䒑   | 
ce | 测   | 册   | 侧   | 策   | CE   | 厕   | 恻   | 夨   | 栅   | 厠   | 側   | 冊   | 憡   | 測   | 敇   | 筞   | 箣   | 荝   | 廁   | 笧   | 筴   | 惻   | 粣   | 萴   | 畟   | 拺   | 簎   | 萗   | 墄   | 蓛   | 茦   | 㥽   | 㨲   | 㩍   | 䇲   | 䈟   | 䊂   | 䔴   | 䜺   | ce8  | 
cei | ceiling   | 吃   | 测i  | 册i  | 侧i  | 策i  | 厕i  | 恻i  | 夨i  | 栅i  | 厠i  | 側i  | 冊i  | 憡i  | 測i  | 敇i  | 筞i  | 箣i  | 荝i  | 廁i  | 笧i  | 筴i  | 惻i  | 粣i  | 萴i  | 畟i  | 拺i  | 簎i  | 萗i  | 墄i  | 蓛i  | 茦i  | 㥽i  | 㨲i  | 㩍i  | 䇲i  | 䈟i  | 䊂i  | 䔴i  | 䜺i  | 
cen | cen   | 岑   | 车尔尼   | 参   | 涔   | 參   | 嵾   | 叄   | 硶   | 叅   | 笒   | 埁   | 汵   | 篸   | 㞥   | 㠁   | 㻸   | 䃡   | 䅾   | 䤁   | 䨙   | 䫈   | 䯔   | 䲋   | 嫦娥女   | CE你  | 测你  | 测你  | 册你  | 册你  | 侧你  | 侧你  | 策你  | 策你  | 厕你  | 厕你  | 恻你  | 恻你  | 夨你  | 夨你  | 
ceng | 层   | 曾   | 蹭   | 噌   | 曽   | 嶒   | 層   | 橧   | 竲   | 驓   | 㣒   | 㬝   | 䁬   | 䉕   | cen个  | 岑个  | 岑个  | 参个  | 参个  | 涔个  | 涔个  | 參个  | 參个  | 嵾个  | 嵾个  | 叄个  | 叄个  | 硶个  | 硶个  | 叅个  | 叅个  | 笒个  | 笒个  | 埁个  | 埁个  | 汵个  | 汵个  | 篸个  | 篸个  | 㞥个  | 
cha | 差   | 查   | 插   | 茶   | ×   | change   | 叉   | 茬   | 察   | 岔   | 策划案   | 策划案   | 搽   | 檫   | 碴   | 刹   | 槎   | 嚓   | 杈   | 衩   | 汊   | 镲   | 诧   | 査   | 喳   | 姹   | 猹   | 嗏   | 揷   | 摖   | 楂   | 馇   | 锸   | 挿   | 垞   | 偛   | 嵖   | 剎   | 扠   | 鍤   | 
chai | 拆   | 柴   | 差   | 钗   | chain   | 豺   | 祡   | 犲   | 侪   | 喍   | 虿   | 釵   | 瘥   | 茝   | 儕   | 蠆   | 訍   | 袃   | 囆   | 肞   | 芆   | 㑪   | 㳗   | 㼮   | 㾹   | 䂘   | 䓱   | 䘍   | 䡨   | 查i  | 插i  | 茶i  | 叉i  | 茬i  | 察i  | 岔i  | 搽i  | 檫i  | 碴i  | 刹i  | 
chan | 产   | 馋   | 缠   | 铲   | change   | 禅   | 蝉   | 掺   | 颤   | 婵   | 搀   | 蟾   | 谗   | 阐   | 潺   | 忏   | 浐   | 谄   | 澶   | 廛   | 孱   | 巉   | 瀍   | 羼   | 觇   | 旵   | 産   | 緾   | 蒇   | 儃   | 刬   | 躔   | 纒   | 鑱   | 辿   | 单   | 镡   | 冁   | 產   | 襜   | 
chang | 长   | 唱   | 场   | 常   | change   | 厂   | 昌   | 尝   | 肠   | 畅   | 偿   | 娼   | 昶   | 敞   | 嫦   | 倡   | 怅   | 猖   | 苌   | 阊   | 菖   | 裳   | 長   | 嚐   | 塲   | 鲳   | 伥   | 場   | 倘   | 仧   | 暢   | 镸   | 氅   | 錩   | 鬯   | 瑺   | 玚   | 锠   | 徜   | 厰   | 
chao | 超   | 吵   | 抄   | 炒   | chaos   | 朝   | 潮   | 巢   | 嘲   | 钞   | 晁   | 焯   | 巣   | 謿   | 剿   | 眧   | 摷   | 耖   | 仦   | 绰   | 弨   | 怊   | 趠   | 劋   | 巐   | 煼   | 訬   | 漅   | 粆   | 鈔   | 仯   | 麨   | 樔   | 罺   | 牊   | 綤   | 鼌   | 鼂   | 勦   | 槱   | 
che | 车   | 扯   | 撤   | 彻   | check   | 澈   | 察哈尔   | 出货额   | 尺   | 坼   | 車   | 掣   | 葱花儿   | 葱花儿   | 唓   | 屮   | 徹   | 吃喝儿   | 莗   | 砗   | 擦黑儿   | 擦黑儿   | 俥   | 偖   | 摰   | 迠   | 伡   | 勶   | 撦   | 硨   | 瞮   | 硩   | 呫   | 奲   | 烲   | 蛼   | 焎   | 爡   | 揊   | 烢   | 
chen | 陈   | 趁   | 晨   | 沉   | Cheney   | 尘   | 辰   | 臣   | 称   | 衬   | 琛   | 宸   | 抻   | 嗔   | 谌   | 忱   | 陳   | 郴   | 碜   | 谶   | 瞋   | 蔯   | 塵   | 曟   | 莀   | 偁   | 硶   | 桭   | 肜   | 莐   | 諶   | 茞   | 伧   | 麎   | 榇   | 鍖   | 嚫   | 儭   | 薼   | 敶   | 
cheng | 成   | 城   | 称   | 程   | ×   | 撑   | 诚   | 乘   | 呈   | 承   | 橙   | 秤   | 澄   | 盛   | 晟   | 丞   | 逞   | 铖   | 惩   | 骋   | 埕   | 塍   | 蛏   | 宬   | 琤   | 珵   | 铛   | 柽   | 絾   | 枨   | 誠   | 裎   | 赪   | 澂   | 瞠   | 荿   | 偁   | 乗   | 鋮   | 珹   | 
chi | 吃   | 迟   | 尺   | 池   | China   | 持   | 痴   | 赤   | 齿   | 驰   | 翅   | 耻   | 斥   | 炽   | 弛   | 嗤   | 哧   | 叱   | 匙   | 敕   | 饬   | 豉   | 蚩   | 侈   | 魑   | 黐   | 伬   | 篪   | 螭   | 彳   | 茌   | 墀   | 啻   | 笞   | 呎   | 勑   | 褫   | 媸   | 坻   | 鸱   | 
chong | 冲   | 充   | 重   | 虫   | 宠   | 崇   | 翀   | 舂   | 涌   | 铳   | 蟲   | 憧   | 忡   | 寵   | 种   | 衝   | 茺   | 沖   | 爞   | 緟   | 罿   | 漴   | 艟   | 痋   | 憃   | 浺   | 揰   | 摏   | 銃   | 埫   | 珫   | 褈   | 嘃   | 徸   | 湧   | 種   | 蝩   | 蹖   | 隀   | 崈   | 
chou | 抽   | 丑   | 臭   | 愁   | 仇   | 瞅   | 筹   | 稠   | 酬   | 绸   | 畴   | 惆   | 俦   | 醜   | 踌   | 紬   | 丒   | 雠   | 吜   | 殠   | 菗   | 侴   | 偢   | 牰   | 瘳   | 杻   | 矁   | 䌷   | 儔   | 嚋   | 婤   | 嬦   | 帱   | 幬   | 怞   | 懤   | 掫   | 搊   | 杽   | 栦   | 
chu | 出   | 处   | 除   | 初   | ÷   | chuck   | 楚   | 触   | 储   | 厨   | 畜   | 褚   | 锄   | 雏   | 杵   | 橱   | 础   | 怵   | 矗   | 滁   | 刍   | 绌   | 黜   | 俶   | 楮   | 搐   | 処   | 亍   | 躇   | 處   | 憷   | 樗   | 傗   | 儊   | 蜍   | 齣   | 濋   | 絀   | 蹰   | 鉏   | 
chua | 歘   | 欻   | 䫄   | 䵵   | 出啊  | 处啊  | 除啊  | 初啊  | 楚啊  | 触啊  | 储啊  | 厨啊  | 畜啊  | 褚啊  | 锄啊  | 雏啊  | 杵啊  | 橱啊  | 础啊  | 怵啊  | 矗啊  | 滁啊  | 刍啊  | 绌啊  | 黜啊  | 俶啊  | 楮啊  | 搐啊  | 処啊  | 亍啊  | 躇啊  | 處啊  | 憷啊  | 樗啊  | 傗啊  | 儊啊  | 蜍啊  | 齣啊  | 濋啊  | 絀啊  | 
chuai | 踹   | 揣   | 初爱   | 啜   | 搋   | 嘬   | 膪   | 膗   | 䦟   | 䦷   | 欼   | 㪓   | 㪜   | 㱀   | 䦤   | 䴝   | 出爱  | 出爱  | 处爱  | 处爱  | 除爱  | 除爱  | 初爱  | 楚爱  | 楚爱  | 触爱  | 触爱  | 储爱  | 储爱  | 厨爱  | 厨爱  | 畜爱  | 畜爱  | 褚爱  | 褚爱  | 锄爱  | 锄爱  | 雏爱  | 雏爱  | 杵爱  | 
chuan | 穿   | 传   | 船   | 川   | 串   | 喘   | 钏   | 舛   | 椽   | 巛   | 氚   | 傳   | 遄   | 汌   | 瑏   | 玔   | 僢   | 釧   | 荈   | 圌   | 舡   | 賗   | 椯   | 歂   | 暷   | 舩   | 輲   | 堾   | 猭   | 篅   | 鶨   | 踳   | 剶   | 膞   | 㯌   | 㱛   | 㼷   | 䁣   | 䆤   | 䆥   | 
chuang | 床   | 创   | 窗   | 闯   | 疮   | 幢   | 怆   | 刅   | 仺   | 創   | 牀   | 闖   | 橦   | 窓   | 朣   | 噇   | 瘡   | 窻   | 傸   | 刱   | 剏   | 剙   | 喠   | 愴   | 摐   | 漺   | 牎   | 牕   | 磢   | 㡖   | 㧿   | 㵂   | 㼽   | 䃥   | 䆫   | 䇬   | 䎫   | 䚎   | 䚒   | 䡴   | 
chui | 吹   | 锤   | 垂   | 捶   | 炊   | 槌   | 陲   | 棰   | 鎚   | 倕   | 搥   | 椎   | 箠   | 硾   | 圌   | 錘   | 腄   | 惙   | 埀   | 龡   | 桘   | 菙   | 顀   | 㓃   | 㝽   | 㥨   | 㩾   | 䄲   | 䍋   | 䕓   | 䞼   | 䳠   | 䶴   | 出i  | 处i  | 除i  | 初i  | 楚i  | 触i  | 储i  | 
chun | 春   | 纯   | 蠢   | 唇   | Chung   | 醇   | 淳   | 椿   | 莼   | 蒓   | 純   | 鹑   | 偆   | 蝽   | 惷   | 錞   | 萶   | 媋   | 滣   | 暙   | 瑃   | 脣   | 杶   | 犉   | 鰆   | 鶉   | 浱   | 蓴   | 睶   | 䲠   | 堾   | 旾   | 朐   | 槆   | 橁   | 櫄   | 湻   | 漘   | 箺   | 肫   | 
chuo | 戳   | 龊   | 绰   | 辍   | 啜   | 踔   | 淖   | 婥   | 辶   | 辵   | 惙   | 婼   | 逴   | 擉   | 涰   | 齪   | 歠   | 娖   | 綽   | 趠   | 輟   | 齱   | 繛   | 鋜   | 酫   | 吷   | 哾   | 嚽   | 娕   | 孎   | 拺   | 磭   | 箹   | 踀   | 鏃   | 鑡   | 餟   | 㚟   | 㲋   | 䂐   | 
ci | 次   | 此   | 词   | 刺   | 辞   | 赐   | 磁   | 瓷   | 慈   | 雌   | 茨   | 呲   | 祠   | 兹   | 疵   | 伺   | 糍   | 差   | 佌   | 茈   | 佽   | 莿   | 泚   | 礠   | 濨   | 茲   | 朿   | 呰   | 庛   | 鹚   | 粢   | 詞   | 賜   | 玼   | 跐   | 絘   | 偨   | 栨   | 嬨   | 柌   | 
cong | 从   | 葱   | 聪   | 丛   | conga   | 匆   | 琮   | 囱   | 苁   | 淙   | 枞   | 骢   | 璁   | 從   | 怱   | 従   | 悰   | 聡   | 鏦   | 聰   | 賨   | 瞛   | 篵   | 蔥   | 叢   | 楤   | 熜   | 欉   | 蓯   | 瑽   | 孮   | 聦   | 茐   | 婃   | 漎   | 蟌   | 潨   | 囪   | 藂   | 悤   | 
cou | 凑   | 辏   | 楱   | 腠   | count   | 湊   | 傶   | 輳   | 㫶   | cou2  | cou3  | cou4  | cou5  | cou6  | cou7  | cou8  | 㫶   | cou2  | cou3  | cou4  | cou5  | cou6  | cou7  | cou8  | 㫶   | cou2  | cou3  | cou4  | cou5  | cou6  | cou7  | cou8  | 㫶   | cou2  | cou3  | cou4  | cou5  | cou6  | cou7  | cou8  | 
cu | 粗   | 醋   | 促   | 簇   | 蹙   | 猝   | 蔟   | 殂   | 卒   | 蹴   | 麤   | 徂   | 酢   | 瘄   | 憱   | 誎   | 脨   | 蹵   | 趨   | 顣   | 麄   | 噈   | 踧   | 瘯   | 蔖   | 趗   | 麁   | 觕   | 媨   | 怚   | 橻   | 皻   | 縬   | 踿   | 麆   | 鼀   | 㗤   | 㰗   | 䃚   | 䎌   | 
cuan | 窜   | 攒   | 蹿   | 篡   | 汆   | 爨   | 撺   | 镩   | 簒   | 攅   | 欑   | 巑   | 攛   | 攢   | 櫕   | 殩   | 濽   | 灒   | 熶   | 穳   | 窽   | 窾   | 竄   | 躥   | 鋑   | 鑹   | 㠝   | 㭫   | 㵀   | 㸑   | 䆘   | 䞼   | 䰖   | 粗按  | 粗按  | 醋按  | 醋按  | 促按  | 促按  | 簇按  | 
cui | 催   | 崔   | 脆   | 翠   | cuisine   | 摧   | 萃   | 粹   | 淬   | 啐   | 璀   | 悴   | 毳   | 瘁   | 衰   | 焠   | 翆   | 榱   | 慛   | 嵟   | 綷   | 倅   | 漼   | 隹   | 粋   | 崒   | 鏙   | 熣   | 伜   | 凗   | 墔   | 忰   | 椊   | 槯   | 濢   | 獕   | 琗   | 疩   | 皠   | 紣   | 
cun | 存   | 村   | 寸   | 吋   | cunning   | 皴   | 邨   | 忖   | 籿   | 侟   | 蹲   | 刌   | 膥   | 拵   | 澊   | 竴   | 踆   | 䍎   | 粗你  | 粗你  | 醋你  | 醋你  | 促你  | 促你  | 簇你  | 簇你  | 蹙你  | 蹙你  | 猝你  | 猝你  | 蔟你  | 蔟你  | 殂你  | 殂你  | 卒你  | 卒你  | 蹴你  | 蹴你  | 麤你  | 麤你  | 
cuo | 错   | 搓   | 挫   | 措   | ×   | 撮   | 锉   | 厝   | 磋   | 矬   | 蹉   | 鹾   | 錯   | 痤   | 遳   | 剉   | 諎   | 嵯   | 庴   | 瘥   | 脞   | 瑳   | 莝   | 酇   | 銼   | 睉   | 醝   | 夎   | 剒   | 縒   | 嵳   | 斮   | 棤   | 莡   | 蒫   | 蓌   | 蔖   | 虘   | 襊   | 逪   | 
da | 大   | 打   | 达   | 答   | 搭   | 哒   | 嗒   | 妲   | 撘   | 沓   | 耷   | 笪   | 汏   | 跶   | 逹   | 怛   | 瘩   | 龘   | 咑   | 亣   | 荙   | 鞑   | 龖   | 褡   | 眔   | 炟   | 迖   | 達   | 噠   | 垯   | 靼   | 荅   | 躂   | 迏   | 鐽   | 迚   | 韃   | 墶   | 呾   | 溚   | 
dai | 带   | 呆   | 待   | 代   | daisy   | 戴   | 袋   | 贷   | 逮   | 歹   | 黛   | 岱   | 怠   | 埭   | 呔   | 殆   | 傣   | 玳   | 帯   | 甙   | 迨   | 垈   | 棣   | 帶   | 大   | 绐   | 柋   | 帒   | 黱   | 獃   | 貸   | 蹛   | 骀   | 诒   | 鴏   | 廗   | 蚮   | 貣   | 靆   | 緿   | 
dan | 但   | 单   | 蛋   | 丹   | Daniel   | 淡   | 胆   | 弹   | 担   | 旦   | 狄安娜   | 狄安娜   | 氮   | 戴安娜   | 戴安娜   | 诞   | 多爱你   | 多爱你   | 啖   | 答案呢   | 答案呢   | 耽   | 都爱你   | 都爱你   | 掸   | 聃   | 単   | 疍   | 惮   | 郸   | 澹   | 亻   | 箪   | 單   | 疸   | 卩   | 儋   | 殚   | 僤   | 弾   | 
dang | 当   | 党   | 档   | 挡   | danger   | 荡   | 裆   | 铛   | 氹   | 凼   | 宕   | 噹   | 垱   | 砀   | 當   | 珰   | 谠   | 菪   | 簜   | 壋   | 筜   | 打那个   | 打那个   | 簹   | 黨   | 偒   | 璫   | 譡   | 礑   | 蕩   | 檔   | 欓   | 鐺   | 璗   | 盪   | 碭   | 擋   | 儅   | 圵   | 婸   | 
dao | 到   | 道   | 倒   | 刀   | 盗   | 岛   | 导   | 捣   | 稻   | 叨   | 蹈   | 悼   | 祷   | 菿   | 刂   | 氘   | 噵   | 嶋   | 捯   | 椡   | 島   | 稲   | 箌   | 纛   | 忉   | 釖   | 檤   | 焘   | 嶌   | 導   | 盜   | 辺   | 舠   | 衜   | 搗   | 魛   | 瓙   | 禱   | 朷   | 鱽   | 
de | 的   | 得   | 德   | 地   | の   | 嘚   | 锝   | 鍀   | 悳   | 惪   | 徳   | 淂   | 恴   | 棏   | 蚮   | 旳   | 底   | 㝵   | 㝶   | 㤫   | 㥀   | 㥁   | 㯖   | 䙷   | 䙸   | de2  | de3  | de4  | de5  | de6  | de7  | de8  | 䙸   | de2  | de3  | de4  | de5  | de6  | de7  | de8  | 
